year,month,day,hour,minute,dow,dep_delay,carrier,carrier_name,tailnum,flight,dest,air_time,distance,wind_dir,wind_speed,wind_gust,visib,plane_year,plane_type,plane_manufacturer,plane_model,plane_engines,plane_seats,plane_engine,dest_name,dest_lat,dest_lon,dest_alt,dest_tz,dest_dst,dest_tzone
2022,11,8,17,54,Tue,-10,AA,American Airlines Inc.,N338PK,380,CLT,120,930,140,19.56326,22.5130083428,10,2017,Fixed wing multi engine,BOEING,737-800,2,189,Turbo-fan,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748,-5,A,America/New_York
2022,5,2,20,5,Mon,-10,DL,Delta Air Lines Inc.,N996AT,221,CLT,117,930,300,9.20624,10.594356867199998,10,2002,Fixed wing multi engine,BOEING,717-200,2,100,Turbo-fan,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748,-5,A,America/New_York
2022,7,18,11,6,Mon,-8,DL,Delta Air Lines Inc.,N904DN,40,PDX,194,1426,230,4.60312,5.297178433599999,10,2018,Fixed wing multi engine,BOEING,737-900ER,2,222,Turbo-fan,Portland International Airport,45.58869934,-122.5979996,31,-8,A,America/Los_Angeles
2022,7,2,15,35,Sat,-2,OO,SkyWest Airlines Inc.,N460SW,416,INL,45,255,30,5.7539,6.621473041999999,10,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,Falls International Airport,48.566200256347656,-93.4030990600586,1185,-6,A,America/Chicago
2022,9,20,9,17,Tue,-6,UA,United Air Lines Inc.,N87531,300,DEN,107,680,0,0,0,10,2011,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,Denver International Airport,39.861698150635,-104.672996521,5431,-7,A,America/Denver
2022,10,9,12,47,Sun,-2,OO,SkyWest Airlines Inc.,N240SY,382,CMH,85,626,210,2.30156,2.6485892167999996,10,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,Turbo-fan,John Glenn Columbus International Airport,39.998001,-82.891899,815,-5,A,America/New_York
2022,12,14,15,25,Wed,7,DL,Delta Air Lines Inc.,N880DN,115,MCI,66,393,130,11.5078,13.242946083999998,10,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,Turbo-fan,Kansas City International Airport,39.2976,-94.713898,1026,-6,A,America/Chicago
2022,2,23,21,25,Wed,27,OO,SkyWest Airlines Inc.,N806SK,318,MOT,69,449,0,0,0,10,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,Minot International Airport,48.2593994140625,-101.27999877929688,1716,-6,A,America/Chicago
2022,7,3,7,0,Sun,-3,DL,Delta Air Lines Inc.,N336NB,121,LGA,126,1020,130,5.7539,6.621473041999999,10,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,Turbo-fan,La Guardia Airport,40.77719879,-73.87259674,21,-5,A,America/New_York
2022,3,4,15,43,Fri,-9,OO,SkyWest Airlines Inc.,N295SY,406,OMA,54,282,110,12.658579999999999,14.567240692399997,10,2019,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,Turbo-fan,Eppley Airfield,41.3032,-95.894096,984,-6,A,America/Chicago
2022,7,4,12,50,Mon,-1,DL,Delta Air Lines Inc.,N326NB,164,RDU,125,980,150,9.20624,10.594356867199998,10,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,Turbo-fan,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,435,-5,A,America/New_York
2022,8,17,7,17,Wed,-5,DL,Delta Air Lines Inc.,N367DN,47,MCO,157,1310,200,4.60312,5.297178433599999,10,2019,Fixed wing multi engine,AIRBUS,A321-211,2,199,Turbo-fan,Orlando International Airport,28.429399490356445,-81.30899810791016,96,-5,A,America/New_York
2022,5,6,8,16,Fri,0,OO,SkyWest Airlines Inc.,N898SK,426,MKE,49,297,0,0,0,10,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,General Mitchell International Airport,42.94720077514648,-87.89659881591797,723,-6,A,America/Chicago
2022,8,1,17,55,Mon,-4,OO,SkyWest Airlines Inc.,N460SW,356,HIB,33,174,300,11.5078,13.242946083999998,10,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,Range Regional Airport,47.38660049,-92.83899689,1354,-6,A,America/Chicago
2022,3,20,13,50,Sun,-1,9E,Endeavor Air Inc.,N801AY,545,CWA,35,175,230,2.30156,2.6485892167999996,6,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,Central Wisconsin Airport,44.7775993347,-89.6668014526,1277,-6,A,America/Chicago
